Item Name,Item Variation,SKU,Category Rollup,Category,Items Sold,Gross Sales,Items Refunded,Refunds,Discounts & Comps,Net Sales,Tax,Unit,Units Sold,Units Refunded
Moonlight Death & Taxes,16oz Draft,"",Beers,Online Beer,31,$279.00,0,$0.00,$0.00,$279.00,$24.06,ea,31,0
Moonlight Sulla Luna,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Moonlight reality czeck,16oz draft,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$0.00,ea,2,0
Moonraker - Dojo,Crowler - Take Home Only,"",Beers,Online Beer,18,$162.00,0,$0.00,$0.00,$162.00,$13.98,ea,18,0
Moonraker Bone Frog,Regular,"",Beers,Online Beer,12,$108.00,0,$0.00,$0.00,$108.00,$9.34,ea,12,0
Moonraker Citra Double,Regular,"",Beers,Online Beer,7,$63.00,0,$0.00,$0.00,$63.00,$5.44,ea,7,0
Moonraker Flight,Regular,"",Beers,Online Beer,26,$520.00,0,$0.00,$0.00,$520.00,$44.85,ea,26,0
Moonraker Outrigger,Regular,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.87,ea,5,0
Moonraker Papillon,Regular,"",Beers,Online Beer,11,$99.00,0,$0.00,$0.00,$99.00,$8.57,ea,11,0
Moonraker Sea Thrift,Regular,"",Beers,Online Beer,15,$135.00,0,$0.00,$0.00,$135.00,$11.64,ea,15,0
Moonraker Strange Magic,Regular,"",Beers,Online Beer,16,$144.00,0,$0.00,$0.00,$144.00,$12.45,ea,16,0
Moonraker What Would Cletus Do?,Regular,"",Beers,Online Beer,14,$126.00,0,$0.00,$0.00,$126.00,$10.85,ea,14,0
North Park Flight,Regular,"",Beers,Online Beer,25,$500.00,0,$0.00,$0.00,$500.00,$43.16,ea,25,0
North Park Hitcha With Citra,Regular,"",Beers,Online Beer,13,$117.00,0,$0.00,$0.00,$117.00,$10.09,ea,13,0
North Park TDH Art Is Hard: White Label,Regular,"",Beers,Online Beer,12,$108.00,0,$0.00,$0.00,$108.00,$9.32,ea,12,0
North Park The Final Death,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.66,ea,6,0
OP Currant Capitulation,Regular,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$3.10,ea,4,0
Odd Breed Scratch the Itch,Regular,"",Beers,Online Beer,1,$12.00,0,$0.00,$0.00,$12.00,$1.04,ea,1,0
Olfactory - Beloved,Regular,"",Beers,Online Beer,7,$63.00,0,$0.00,$0.00,$63.00,$5.44,ea,7,0
Olfactory Brewing - Pollinate Your Peers,Regular,"",Beers,Online Beer,9,$81.00,0,$0.00,$0.00,$81.00,$7.00,ea,9,0
Olfactory Brewing - Wilson!,16oz Draft,"",Beers,Online Beer,18,$162.00,-1,-$9.00,$0.00,$153.00,$13.23,ea,18,-1
Olfactory Brewing Mono No Aware,Crowler - Take Home Only,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Olfactory Buckaroo,Regular,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Original Pattern - Color Me Murphy,16oz Draft,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Original Pattern - Peekaboo,9oz Draft,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.68,ea,6,0
Original Pattern Country Doctor,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.67,ea,6,0
Original Pattern Diablo,Regular,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Original Pattern Forgotten Opportunity,16oz draft,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Original Pattern Renegade Lemonade,Regular,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.89,ea,5,0
Original Pattern The Morrigan,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Original Pattern There it is!,4 Pack - Take Home Only,"",Beers,Online Beer,2,$44.00,0,$0.00,$0.00,$44.00,$3.80,ea,2,0
Original Pattern There it is!,Can In House,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Original pattern down the rabbit hole,7oz Draft,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.00,ea,1,0
Original pattern down the rabbit hole ,7oz Draft,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$0.00,ea,2,0
Original pattern kitten commotion,Regular,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.90,ea,5,0
Other Half Cheddar,Regular,"",Beers,Online Beer,10,$110.00,0,$0.00,$0.00,$110.00,$9.50,ea,10,0
Other Half Forever Ever,Regular,"",Beers,Online Beer,10,$100.00,0,$0.00,$0.00,$100.00,$8.60,ea,10,0
Other Half Green City,Regular,"",Beers,Online Beer,7,$70.00,0,$0.00,$0.00,$70.00,$6.02,ea,7,0
Other Half Poetry Snap,Regular,"",Beers,Online Beer,10,$100.00,0,$0.00,$0.00,$100.00,$8.61,ea,10,0
Perennial Joseph,Regular,"",Beers,Online Beer,3,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,3,0
Perennial Sump,Regular,"",Beers,Online Beer,2,$24.00,0,$0.00,$0.00,$24.00,$2.07,ea,2,0
Perrier Sparking Water,Regular,"",Beers,Online Beer,109,$327.00,0,$0.00,-$0.90,$326.10,$27.74,ea,109,0
Pure Project Formless Reflections,Regular,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.33,ea,3,0
Pure Project Rain,Regular,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.33,ea,3,0
Rare Barrel Guava Happens,Regular,"",Beers,Online Beer,13,$130.00,0,$0.00,$0.00,$130.00,$11.19,ea,13,0
Rare barrel huckleberry oak,Regular,"",Beers,Online Beer,2,$24.00,0,$0.00,$0.00,$24.00,$2.07,ea,2,0
Reality Czech,16oz draft,"",Beers,Online Beer,10,$90.00,0,$0.00,-$4.05,$85.95,$0.00,ea,10,0
Russian River - Blind Pig,16oz draft,"",Beers,Online Beer,16,$144.00,0,$0.00,$0.00,$144.00,$12.44,ea,16,0
Russian River - Pliny the Elder,13oz Draft,"",Beers,Online Beer,107,$963.00,0,$0.00,-$9.00,$954.00,$82.31,ea,107,0
Russian River - RND #17 - IPA,16oz Draft,"",Beers,Online Beer,19,$171.00,-1,-$9.00,$0.00,$162.00,$14.02,ea,19,-1
Russian River - STS PIls,Regular,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.55,ea,2,0
Russian River Beatification,Regular,"",Beers,Online Beer,18,$180.00,0,$0.00,$0.00,$180.00,$15.50,ea,18,0
Russian River Blind Pig,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Russian River Damnation,13oz Draft,"",Beers,Online Beer,23,$207.00,0,$0.00,$0.00,$207.00,$17.89,ea,23,0
Russian River Damnation,Regular,"",Beers,Online Beer,12,$108.00,0,$0.00,$0.00,$108.00,$9.34,ea,12,0
Russian River Flight,Regular,"",Beers,Online Beer,23,$552.00,0,$0.00,$0.00,$552.00,$47.61,ea,23,0
Russian River Hill 56,Regular,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Russian River Intinction,Regular,"",Beers,Online Beer,3,$36.00,0,$0.00,$0.00,$36.00,$3.12,ea,3,0
Russian River Kernza,Regular,"",Beers,Online Beer,4,$36.00,0,$0.00,-$1.35,$34.65,$2.99,ea,4,0
Russian River Mosaic Stack,Regular,"",Beers,Online Beer,16,$144.00,0,$0.00,$0.00,$144.00,$12.43,ea,16,0
Russian River Pale Ale,Regular,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.90,ea,5,0
Russian River Pliny The Elder,Regular,"",Beers,Online Beer,27,$243.00,0,$0.00,-$9.00,$234.00,$20.20,ea,27,0
Russian River STS Pils,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Russian River Salvation,Regular,"",Beers,Online Beer,11,$110.00,0,$0.00,$0.00,$110.00,$9.46,ea,11,0
Russian River Velvet Glow,16oz draft,"",Beers,Online Beer,26,$234.00,0,$0.00,$0.00,$234.00,$10.13,ea,26,0
Russian River Velvet Glow,Regular,"",Beers,Online Beer,16,$144.00,0,$0.00,$0.00,$144.00,$12.46,ea,16,0
Russian River supplication,Regular,"",Beers,Online Beer,2,$24.00,0,$0.00,$0.00,$24.00,$2.06,ea,2,0
Sante Adairius - Adopt Don’t Shop,13oz draft,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,4,0
Sante Adairius - Adopt Don’t Shop,32oz crowler to go,"",Beers,Online Beer,1,$16.00,0,$0.00,$0.00,$16.00,$1.38,ea,1,0
Sante Adairius - Bed Level,Regular,"",Beers,Online Beer,17,$153.00,0,$0.00,$0.00,$153.00,$13.24,ea,17,0
Sante Adairius - Bentley,"9oz Draft, 7oz Draft","",Beers,Online Beer,5,$50.00,0,$0.00,$0.00,$50.00,$4.30,ea,5,0
Sante Adairius - Happily So,Crowler - Take Home Only,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Sante Adairius Break From Dormancy,9oz draft,"",Beers,Online Beer,16,$192.00,0,$0.00,$0.00,$192.00,$16.58,ea,16,0
Sante Adairius Flight,Regular,"",Beers,Online Beer,20,$480.00,0,$0.00,$0.00,$480.00,$41.40,ea,20,0
Sante Adairius Fruitful Forecast,9oz draft,"",Beers,Online Beer,7,$84.00,0,$0.00,-$3.60,$80.40,$6.93,ea,7,0
Sante Adairius Fruitful Forecast - Mixed Berry,Regular,"",Beers,Online Beer,2,$24.00,0,$0.00,$0.00,$24.00,$2.06,ea,2,0
Sante Adairius Gertrude,Regular,"",Beers,Online Beer,11,$99.00,0,$0.00,$0.00,$99.00,$8.57,ea,11,0
Sante Adairius If Memory Serves,Regular,"",Beers,Online Beer,7,$84.00,0,$0.00,$0.00,$84.00,$7.26,ea,7,0
Sante Adairius New Ghosts,Regular,"",Beers,Online Beer,7,$63.00,0,$0.00,$0.00,$63.00,$5.45,ea,7,0
Sante Adairius Of This World,Regular,"",Beers,Online Beer,7,$63.00,0,$0.00,$0.00,$63.00,$5.45,ea,7,0
